fact_id,query_id,write_fact_A,query_B,expected_output_A
User_029939_F1,User_029939_Q1,User_029939 bekerja sebagai Petani.,Apa pekerjaan User_029939?,Petani
User_005662_F4,User_005662_Q4,User_005662 baru membeli Hyundai warna Ungu.,Apa warna mobil User_005662?,Ungu
User_018887_F2,User_018887_Q2,User_018887 memiliki peliharaan Bebek bernama Milo.,Siapa nama peliharaan User_018887?,Milo
User_014319_F3,User_014319_Q3,Mobil yang dimiliki User_014319 adalah Suzuki berwarna Hijau.,Apa merek mobil User_014319?,Suzuki
User_020083_F1,User_020083_Q1,User_020083 bekerja sebagai Pilot.,Apa pekerjaan User_020083?,Pilot
User_005303_F2,User_005303_Q2,User_005303 memiliki peliharaan Ikan bernama Max.,Siapa nama peliharaan User_005303?,Max
User_015245_F0,User_015245_Q0,User_015245 tinggal di kota Mataram.,Di kota mana User_015245 tinggal?,Mataram
User_015576_F1,User_015576_Q1,User_015576 bekerja sebagai Penulis.,Apa pekerjaan User_015576?,Penulis
User_029636_F1,User_029636_Q1,User_029636 bekerja sebagai Pilot.,Apa pekerjaan User_029636?,Pilot
User_016316_F3,User_016316_Q3,Mobil yang dimiliki User_016316 adalah Mitsubishi berwarna Oranye.,Apa merek mobil User_016316?,Mitsubishi
User_020098_F4,User_020098_Q4,User_020098 baru membeli Ford warna Hitam.,Apa warna mobil User_020098?,Hitam
User_011655_F3,User_011655_Q3,Mobil yang dimiliki User_011655 adalah Ford berwarna Biru.,Apa merek mobil User_011655?,Ford
User_022701_F2,User_022701_Q2,User_022701 memiliki peliharaan Kelinci bernama Rocky.,Siapa nama peliharaan User_022701?,Rocky
User_021398_F2,User_021398_Q2,User_021398 memiliki peliharaan Anjing bernama Luna.,Siapa nama peliharaan User_021398?,Luna
User_022479_F0,User_022479_Q0,User_022479 tinggal di kota Bandung.,Di kota mana User_022479 tinggal?,Bandung
User_022988_F2,User_022988_Q2,User_022988 memiliki peliharaan Musang bernama Charlie.,Siapa nama peliharaan User_022988?,Charlie
User_028508_F2,User_028508_Q2,User_028508 memiliki peliharaan Kucing bernama Charlie.,Siapa nama peliharaan User_028508?,Charlie
User_003537_F0,User_003537_Q0,User_003537 tinggal di kota Banjarmasin.,Di kota mana User_003537 tinggal?,Banjarmasin
User_001531_F0,User_001531_Q0,User_001531 tinggal di kota Palembang.,Di kota mana User_001531 tinggal?,Palembang
User_015577_F2,User_015577_Q2,User_015577 memiliki peliharaan Kucing bernama Rocky.,Siapa nama peliharaan User_015577?,Rocky
User_013587_F1,User_013587_Q1,User_013587 bekerja sebagai Wartawan.,Apa pekerjaan User_013587?,Wartawan
User_009180_F3,User_009180_Q3,Mobil yang dimiliki User_009180 adalah Nissan berwarna Merah.,Apa merek mobil User_009180?,Nissan
User_016140_F4,User_016140_Q4,User_016140 baru membeli Nissan warna Hitam.,Apa warna mobil User_016140?,Hitam
User_004089_F1,User_004089_Q1,User_004089 bekerja sebagai Koki.,Apa pekerjaan User_004089?,Koki
User_014341_F1,User_014341_Q1,User_014341 bekerja sebagai Dokter.,Apa pekerjaan User_014341?,Dokter
User_016242_F1,User_016242_Q1,User_016242 bekerja sebagai Koki.,Apa pekerjaan User_016242?,Koki
User_029233_F1,User_029233_Q1,User_029233 bekerja sebagai Programmer.,Apa pekerjaan User_029233?,Programmer
User_027711_F2,User_027711_Q2,User_027711 memiliki peliharaan Burung bernama Molly.,Siapa nama peliharaan User_027711?,Molly
User_004585_F1,User_004585_Q1,User_004585 bekerja sebagai Seniman.,Apa pekerjaan User_004585?,Seniman
User_014456_F4,User_014456_Q4,User_014456 baru membeli Honda warna Biru.,Apa warna mobil User_014456?,Biru
User_007015_F3,User_007015_Q3,Mobil yang dimiliki User_007015 adalah Nissan berwarna Oranye.,Apa merek mobil User_007015?,Nissan
User_020606_F3,User_020606_Q3,Mobil yang dimiliki User_020606 adalah Ford berwarna Biru.,Apa merek mobil User_020606?,Ford
User_008396_F4,User_008396_Q4,User_008396 baru membeli Honda warna Merah.,Apa warna mobil User_008396?,Merah
User_008832_F1,User_008832_Q1,User_008832 bekerja sebagai Guru.,Apa pekerjaan User_008832?,Guru
User_021262_F4,User_021262_Q4,User_021262 baru membeli Daihatsu warna Biru.,Apa warna mobil User_021262?,Biru
User_008637_F3,User_008637_Q3,Mobil yang dimiliki User_008637 adalah Suzuki berwarna Biru.,Apa merek mobil User_008637?,Suzuki
User_022727_F2,User_022727_Q2,User_022727 memiliki peliharaan Ayam bernama Simba.,Siapa nama peliharaan User_022727?,Simba
User_012547_F2,User_012547_Q2,User_012547 memiliki peliharaan Kucing bernama Molly.,Siapa nama peliharaan User_012547?,Molly
User_010070_F2,User_010070_Q2,User_010070 memiliki peliharaan Bebek bernama Max.,Siapa nama peliharaan User_010070?,Max
User_006411_F4,User_006411_Q4,User_006411 baru membeli Daihatsu warna Abu-abu.,Apa warna mobil User_006411?,Abu-abu
User_017165_F2,User_017165_Q2,User_017165 memiliki peliharaan Anjing bernama Milo.,Siapa nama peliharaan User_017165?,Milo
User_028297_F4,User_028297_Q4,User_028297 baru membeli Mitsubishi warna Merah.,Apa warna mobil User_028297?,Merah
User_021573_F4,User_021573_Q4,User_021573 baru membeli Toyota warna Cokelat.,Apa warna mobil User_021573?,Cokelat
User_016325_F2,User_016325_Q2,User_016325 memiliki peliharaan Kura-kura bernama Bella.,Siapa nama peliharaan User_016325?,Bella
User_008876_F4,User_008876_Q4,User_008876 baru membeli Nissan warna Cokelat.,Apa warna mobil User_008876?,Cokelat
User_011892_F1,User_011892_Q1,User_011892 bekerja sebagai Wartawan.,Apa pekerjaan User_011892?,Wartawan
User_021591_F2,User_021591_Q2,User_021591 memiliki peliharaan Hamster bernama Charlie.,Siapa nama peliharaan User_021591?,Charlie
User_008996_F1,User_008996_Q1,User_008996 bekerja sebagai Arsitek.,Apa pekerjaan User_008996?,Arsitek
User_009410_F0,User_009410_Q0,User_009410 tinggal di kota Balikpapan.,Di kota mana User_009410 tinggal?,Balikpapan
User_006762_F0,User_006762_Q0,User_006762 tinggal di kota Pontianak.,Di kota mana User_006762 tinggal?,Pontianak
User_026060_F0,User_026060_Q0,User_026060 tinggal di kota Bandung.,Di kota mana User_026060 tinggal?,Bandung
User_013807_F0,User_013807_Q0,User_013807 tinggal di kota Semarang.,Di kota mana User_013807 tinggal?,Semarang
User_023757_F4,User_023757_Q4,User_023757 baru membeli Hyundai warna Kuning.,Apa warna mobil User_023757?,Kuning
User_023506_F0,User_023506_Q0,User_023506 tinggal di kota Semarang.,Di kota mana User_023506 tinggal?,Semarang
User_003057_F4,User_003057_Q4,User_003057 baru membeli Toyota warna Biru.,Apa warna mobil User_003057?,Biru
User_018884_F3,User_018884_Q3,Mobil yang dimiliki User_018884 adalah Nissan berwarna Putih.,Apa merek mobil User_018884?,Nissan
User_020356_F2,User_020356_Q2,User_020356 memiliki peliharaan Musang bernama Charlie.,Siapa nama peliharaan User_020356?,Charlie
User_003531_F1,User_003531_Q1,User_003531 bekerja sebagai Polisi.,Apa pekerjaan User_003531?,Polisi
User_014106_F0,User_014106_Q0,User_014106 tinggal di kota Padang.,Di kota mana User_014106 tinggal?,Padang
User_017266_F0,User_017266_Q0,User_017266 tinggal di kota Surabaya.,Di kota mana User_017266 tinggal?,Surabaya
User_025000_F3,User_025000_Q3,Mobil yang dimiliki User_025000 adalah Nissan berwarna Biru.,Apa merek mobil User_025000?,Nissan
User_002243_F2,User_002243_Q2,User_002243 memiliki peliharaan Anjing bernama Simba.,Siapa nama peliharaan User_002243?,Simba
User_000514_F4,User_000514_Q4,User_000514 baru membeli Mazda warna Kuning.,Apa warna mobil User_000514?,Kuning
User_004943_F2,User_004943_Q2,User_004943 memiliki peliharaan Ayam bernama Charlie.,Siapa nama peliharaan User_004943?,Charlie
User_002205_F1,User_002205_Q1,User_002205 bekerja sebagai Guru.,Apa pekerjaan User_002205?,Guru
User_027480_F2,User_027480_Q2,User_027480 memiliki peliharaan Anjing bernama Oyen.,Siapa nama peliharaan User_027480?,Oyen
User_020782_F1,User_020782_Q1,User_020782 bekerja sebagai Arsitek.,Apa pekerjaan User_020782?,Arsitek
User_001545_F1,User_001545_Q1,User_001545 bekerja sebagai Programmer.,Apa pekerjaan User_001545?,Programmer
User_027863_F4,User_027863_Q4,User_027863 baru membeli Hyundai warna Abu-abu.,Apa warna mobil User_027863?,Abu-abu
User_014536_F1,User_014536_Q1,User_014536 bekerja sebagai Tentara.,Apa pekerjaan User_014536?,Tentara
User_013504_F3,User_013504_Q3,Mobil yang dimiliki User_013504 adalah Mitsubishi berwarna Merah.,Apa merek mobil User_013504?,Mitsubishi
User_026308_F3,User_026308_Q3,Mobil yang dimiliki User_026308 adalah Hyundai berwarna Ungu.,Apa merek mobil User_026308?,Hyundai
User_008230_F2,User_008230_Q2,User_008230 memiliki peliharaan Hamster bernama Oyen.,Siapa nama peliharaan User_008230?,Oyen
User_019858_F2,User_019858_Q2,User_019858 memiliki peliharaan Anjing bernama Rocky.,Siapa nama peliharaan User_019858?,Rocky
User_001292_F4,User_001292_Q4,User_001292 baru membeli Nissan warna Putih.,Apa warna mobil User_001292?,Putih
User_001923_F0,User_001923_Q0,User_001923 tinggal di kota Manado.,Di kota mana User_001923 tinggal?,Manado
User_025631_F1,User_025631_Q1,User_025631 bekerja sebagai Guru.,Apa pekerjaan User_025631?,Guru
User_028942_F0,User_028942_Q0,User_028942 tinggal di kota Medan.,Di kota mana User_028942 tinggal?,Medan
User_005531_F0,User_005531_Q0,User_005531 tinggal di kota Jakarta.,Di kota mana User_005531 tinggal?,Jakarta
User_018232_F0,User_018232_Q0,User_018232 tinggal di kota Malang.,Di kota mana User_018232 tinggal?,Malang
User_007262_F4,User_007262_Q4,User_007262 baru membeli Toyota warna Kuning.,Apa warna mobil User_007262?,Kuning
User_026137_F2,User_026137_Q2,User_026137 memiliki peliharaan Musang bernama Charlie.,Siapa nama peliharaan User_026137?,Charlie
User_027629_F4,User_027629_Q4,User_027629 baru membeli Ford warna Hitam.,Apa warna mobil User_027629?,Hitam
User_018745_F3,User_018745_Q3,Mobil yang dimiliki User_018745 adalah Honda berwarna Merah.,Apa merek mobil User_018745?,Honda
User_008130_F0,User_008130_Q0,User_008130 tinggal di kota Pontianak.,Di kota mana User_008130 tinggal?,Pontianak
User_014417_F4,User_014417_Q4,User_014417 baru membeli Honda warna Merah.,Apa warna mobil User_014417?,Merah
User_011717_F3,User_011717_Q3,Mobil yang dimiliki User_011717 adalah Mazda berwarna Abu-abu.,Apa merek mobil User_011717?,Mazda
User_009943_F1,User_009943_Q1,User_009943 bekerja sebagai Desainer.,Apa pekerjaan User_009943?,Desainer
User_013091_F3,User_013091_Q3,Mobil yang dimiliki User_013091 adalah Ford berwarna Ungu.,Apa merek mobil User_013091?,Ford
User_002977_F2,User_002977_Q2,User_002977 memiliki peliharaan Ikan bernama Oyen.,Siapa nama peliharaan User_002977?,Oyen
User_016754_F4,User_016754_Q4,User_016754 baru membeli Suzuki warna Kuning.,Apa warna mobil User_016754?,Kuning
User_028966_F2,User_028966_Q2,User_028966 memiliki peliharaan Hamster bernama Leo.,Siapa nama peliharaan User_028966?,Leo
User_023691_F0,User_023691_Q0,User_023691 tinggal di kota Semarang.,Di kota mana User_023691 tinggal?,Semarang
User_003776_F2,User_003776_Q2,User_003776 memiliki peliharaan Ayam bernama Bubu.,Siapa nama peliharaan User_003776?,Bubu
User_004209_F1,User_004209_Q1,User_004209 bekerja sebagai Penulis.,Apa pekerjaan User_004209?,Penulis
User_016564_F0,User_016564_Q0,User_016564 tinggal di kota Kupang.,Di kota mana User_016564 tinggal?,Kupang
User_025511_F0,User_025511_Q0,User_025511 tinggal di kota Pekanbaru.,Di kota mana User_025511 tinggal?,Pekanbaru
User_025810_F3,User_025810_Q3,Mobil yang dimiliki User_025810 adalah Nissan berwarna Oranye.,Apa merek mobil User_025810?,Nissan
User_029627_F2,User_029627_Q2,User_029627 memiliki peliharaan Bebek bernama Daisy.,Siapa nama peliharaan User_029627?,Daisy
User_006785_F0,User_006785_Q0,User_006785 tinggal di kota Denpasar.,Di kota mana User_006785 tinggal?,Denpasar
User_013352_F0,User_013352_Q0,User_013352 tinggal di kota Yogyakarta.,Di kota mana User_013352 tinggal?,Yogyakarta
User_000570_F1,User_000570_Q1,User_000570 bekerja sebagai Koki.,Apa pekerjaan User_000570?,Koki
User_015486_F4,User_015486_Q4,User_015486 baru membeli Mazda warna Oranye.,Apa warna mobil User_015486?,Oranye
User_007588_F1,User_007588_Q1,User_007588 bekerja sebagai Polisi.,Apa pekerjaan User_007588?,Polisi
User_014021_F4,User_014021_Q4,User_014021 baru membeli Suzuki warna Cokelat.,Apa warna mobil User_014021?,Cokelat
User_014934_F3,User_014934_Q3,Mobil yang dimiliki User_014934 adalah Nissan berwarna Cokelat.,Apa merek mobil User_014934?,Nissan
User_021363_F4,User_021363_Q4,User_021363 baru membeli Toyota warna Abu-abu.,Apa warna mobil User_021363?,Abu-abu
User_020403_F2,User_020403_Q2,User_020403 memiliki peliharaan Kucing bernama Max.,Siapa nama peliharaan User_020403?,Max
User_005232_F2,User_005232_Q2,User_005232 memiliki peliharaan Anjing bernama Luna.,Siapa nama peliharaan User_005232?,Luna
User_010470_F3,User_010470_Q3,Mobil yang dimiliki User_010470 adalah Ford berwarna Cokelat.,Apa merek mobil User_010470?,Ford
User_011893_F4,User_011893_Q4,User_011893 baru membeli Hyundai warna Ungu.,Apa warna mobil User_011893?,Ungu
User_025671_F4,User_025671_Q4,User_025671 baru membeli Mazda warna Cokelat.,Apa warna mobil User_025671?,Cokelat
User_012357_F4,User_012357_Q4,User_012357 baru membeli Hyundai warna Abu-abu.,Apa warna mobil User_012357?,Abu-abu
User_015811_F2,User_015811_Q2,User_015811 memiliki peliharaan Burung bernama Milo.,Siapa nama peliharaan User_015811?,Milo
User_011069_F2,User_011069_Q2,User_011069 memiliki peliharaan Anjing bernama Luna.,Siapa nama peliharaan User_011069?,Luna
User_008458_F0,User_008458_Q0,User_008458 tinggal di kota Mataram.,Di kota mana User_008458 tinggal?,Mataram
User_015699_F0,User_015699_Q0,User_015699 tinggal di kota Medan.,Di kota mana User_015699 tinggal?,Medan
User_027099_F2,User_027099_Q2,User_027099 memiliki peliharaan Musang bernama Mochi.,Siapa nama peliharaan User_027099?,Mochi
User_019049_F1,User_019049_Q1,User_019049 bekerja sebagai Wartawan.,Apa pekerjaan User_019049?,Wartawan
User_008085_F2,User_008085_Q2,User_008085 memiliki peliharaan Ayam bernama Milo.,Siapa nama peliharaan User_008085?,Milo
User_015432_F4,User_015432_Q4,User_015432 baru membeli BMW warna Hitam.,Apa warna mobil User_015432?,Hitam
User_010489_F2,User_010489_Q2,User_010489 memiliki peliharaan Ayam bernama Daisy.,Siapa nama peliharaan User_010489?,Daisy
User_012350_F2,User_012350_Q2,User_012350 memiliki peliharaan Kura-kura bernama Simba.,Siapa nama peliharaan User_012350?,Simba
User_019981_F0,User_019981_Q0,User_019981 tinggal di kota Ambon.,Di kota mana User_019981 tinggal?,Ambon
User_027074_F3,User_027074_Q3,Mobil yang dimiliki User_027074 adalah Honda berwarna Hijau.,Apa merek mobil User_027074?,Honda
User_011907_F1,User_011907_Q1,User_011907 bekerja sebagai Petani.,Apa pekerjaan User_011907?,Petani
User_012744_F1,User_012744_Q1,User_012744 bekerja sebagai Petani.,Apa pekerjaan User_012744?,Petani
User_005123_F4,User_005123_Q4,User_005123 baru membeli Nissan warna Ungu.,Apa warna mobil User_005123?,Ungu
User_007075_F0,User_007075_Q0,User_007075 tinggal di kota Mataram.,Di kota mana User_007075 tinggal?,Mataram
User_003097_F0,User_003097_Q0,User_003097 tinggal di kota Pontianak.,Di kota mana User_003097 tinggal?,Pontianak
User_025525_F1,User_025525_Q1,User_025525 bekerja sebagai Penulis.,Apa pekerjaan User_025525?,Penulis
User_020455_F2,User_020455_Q2,User_020455 memiliki peliharaan Musang bernama Coco.,Siapa nama peliharaan User_020455?,Coco
User_012217_F0,User_012217_Q0,User_012217 tinggal di kota Pontianak.,Di kota mana User_012217 tinggal?,Pontianak
User_006522_F2,User_006522_Q2,User_006522 memiliki peliharaan Musang bernama Leo.,Siapa nama peliharaan User_006522?,Leo
User_010554_F0,User_010554_Q0,User_010554 tinggal di kota Jakarta.,Di kota mana User_010554 tinggal?,Jakarta
User_007166_F0,User_007166_Q0,User_007166 tinggal di kota Yogyakarta.,Di kota mana User_007166 tinggal?,Yogyakarta
User_007576_F4,User_007576_Q4,User_007576 baru membeli Daihatsu warna Merah.,Apa warna mobil User_007576?,Merah
User_022683_F3,User_022683_Q3,Mobil yang dimiliki User_022683 adalah Mitsubishi berwarna Ungu.,Apa merek mobil User_022683?,Mitsubishi
User_003886_F4,User_003886_Q4,User_003886 baru membeli Suzuki warna Biru.,Apa warna mobil User_003886?,Biru
User_009126_F1,User_009126_Q1,User_009126 bekerja sebagai Desainer.,Apa pekerjaan User_009126?,Desainer
User_018799_F4,User_018799_Q4,User_018799 baru membeli Hyundai warna Cokelat.,Apa warna mobil User_018799?,Cokelat
User_001053_F1,User_001053_Q1,User_001053 bekerja sebagai Pilot.,Apa pekerjaan User_001053?,Pilot
User_001067_F4,User_001067_Q4,User_001067 baru membeli Mitsubishi warna Oranye.,Apa warna mobil User_001067?,Oranye
User_004894_F1,User_004894_Q1,User_004894 bekerja sebagai Insinyur.,Apa pekerjaan User_004894?,Insinyur
User_016732_F2,User_016732_Q2,User_016732 memiliki peliharaan Bebek bernama Luna.,Siapa nama peliharaan User_016732?,Luna
User_027048_F2,User_027048_Q2,User_027048 memiliki peliharaan Kura-kura bernama Leo.,Siapa nama peliharaan User_027048?,Leo
User_015533_F4,User_015533_Q4,User_015533 baru membeli Honda warna Putih.,Apa warna mobil User_015533?,Putih
User_024703_F1,User_024703_Q1,User_024703 bekerja sebagai Arsitek.,Apa pekerjaan User_024703?,Arsitek
User_002529_F4,User_002529_Q4,User_002529 baru membeli Ford warna Merah.,Apa warna mobil User_002529?,Merah
User_001820_F3,User_001820_Q3,Mobil yang dimiliki User_001820 adalah Daihatsu berwarna Cokelat.,Apa merek mobil User_001820?,Daihatsu
User_014192_F1,User_014192_Q1,User_014192 bekerja sebagai Penulis.,Apa pekerjaan User_014192?,Penulis
User_023958_F1,User_023958_Q1,User_023958 bekerja sebagai Polisi.,Apa pekerjaan User_023958?,Polisi
User_020098_F3,User_020098_Q3,Mobil yang dimiliki User_020098 adalah Ford berwarna Hitam.,Apa merek mobil User_020098?,Ford
User_003025_F0,User_003025_Q0,User_003025 tinggal di kota Yogyakarta.,Di kota mana User_003025 tinggal?,Yogyakarta
User_004612_F0,User_004612_Q0,User_004612 tinggal di kota Medan.,Di kota mana User_004612 tinggal?,Medan
User_002284_F1,User_002284_Q1,User_002284 bekerja sebagai Desainer.,Apa pekerjaan User_002284?,Desainer
User_002620_F1,User_002620_Q1,User_002620 bekerja sebagai Petani.,Apa pekerjaan User_002620?,Petani
User_013564_F0,User_013564_Q0,User_013564 tinggal di kota Mataram.,Di kota mana User_013564 tinggal?,Mataram
User_027160_F0,User_027160_Q0,User_027160 tinggal di kota Mataram.,Di kota mana User_027160 tinggal?,Mataram
User_002133_F3,User_002133_Q3,Mobil yang dimiliki User_002133 adalah Suzuki berwarna Biru.,Apa merek mobil User_002133?,Suzuki
User_006781_F0,User_006781_Q0,User_006781 tinggal di kota Bandung.,Di kota mana User_006781 tinggal?,Bandung
User_018073_F2,User_018073_Q2,User_018073 memiliki peliharaan Kura-kura bernama Max.,Siapa nama peliharaan User_018073?,Max
User_011458_F1,User_011458_Q1,User_011458 bekerja sebagai Penulis.,Apa pekerjaan User_011458?,Penulis
User_026628_F0,User_026628_Q0,User_026628 tinggal di kota Jakarta.,Di kota mana User_026628 tinggal?,Jakarta
User_010599_F3,User_010599_Q3,Mobil yang dimiliki User_010599 adalah Nissan berwarna Oranye.,Apa merek mobil User_010599?,Nissan
User_022976_F1,User_022976_Q1,User_022976 bekerja sebagai Programmer.,Apa pekerjaan User_022976?,Programmer
User_007201_F2,User_007201_Q2,User_007201 memiliki peliharaan Anjing bernama Coco.,Siapa nama peliharaan User_007201?,Coco
User_012258_F0,User_012258_Q0,User_012258 tinggal di kota Denpasar.,Di kota mana User_012258 tinggal?,Denpasar
User_022474_F2,User_022474_Q2,User_022474 memiliki peliharaan Kura-kura bernama Max.,Siapa nama peliharaan User_022474?,Max
User_013412_F0,User_013412_Q0,User_013412 tinggal di kota Denpasar.,Di kota mana User_013412 tinggal?,Denpasar
User_023523_F0,User_023523_Q0,User_023523 tinggal di kota Bandung.,Di kota mana User_023523 tinggal?,Bandung
User_002779_F4,User_002779_Q4,User_002779 baru membeli Hyundai warna Kuning.,Apa warna mobil User_002779?,Kuning
User_026801_F0,User_026801_Q0,User_026801 tinggal di kota Jakarta.,Di kota mana User_026801 tinggal?,Jakarta
User_026616_F4,User_026616_Q4,User_026616 baru membeli Toyota warna Putih.,Apa warna mobil User_026616?,Putih
User_026007_F1,User_026007_Q1,User_026007 bekerja sebagai Desainer.,Apa pekerjaan User_026007?,Desainer
User_029800_F3,User_029800_Q3,Mobil yang dimiliki User_029800 adalah Mitsubishi berwarna Kuning.,Apa merek mobil User_029800?,Mitsubishi
User_016775_F1,User_016775_Q1,User_016775 bekerja sebagai Seniman.,Apa pekerjaan User_016775?,Seniman
User_018491_F0,User_018491_Q0,User_018491 tinggal di kota Kupang.,Di kota mana User_018491 tinggal?,Kupang
User_006939_F2,User_006939_Q2,User_006939 memiliki peliharaan Kura-kura bernama Charlie.,Siapa nama peliharaan User_006939?,Charlie
User_012894_F1,User_012894_Q1,User_012894 bekerja sebagai Nelayan.,Apa pekerjaan User_012894?,Nelayan
User_006912_F2,User_006912_Q2,User_006912 memiliki peliharaan Ayam bernama Coco.,Siapa nama peliharaan User_006912?,Coco
User_018952_F3,User_018952_Q3,Mobil yang dimiliki User_018952 adalah Daihatsu berwarna Hijau.,Apa merek mobil User_018952?,Daihatsu
User_027404_F1,User_027404_Q1,User_027404 bekerja sebagai Polisi.,Apa pekerjaan User_027404?,Polisi
User_004467_F1,User_004467_Q1,User_004467 bekerja sebagai Arsitek.,Apa pekerjaan User_004467?,Arsitek
User_010367_F2,User_010367_Q2,User_010367 memiliki peliharaan Musang bernama Charlie.,Siapa nama peliharaan User_010367?,Charlie
User_014164_F1,User_014164_Q1,User_014164 bekerja sebagai Guru.,Apa pekerjaan User_014164?,Guru
User_005106_F4,User_005106_Q4,User_005106 baru membeli Toyota warna Hitam.,Apa warna mobil User_005106?,Hitam
User_014895_F0,User_014895_Q0,User_014895 tinggal di kota Samarinda.,Di kota mana User_014895 tinggal?,Samarinda
User_021213_F1,User_021213_Q1,User_021213 bekerja sebagai Nelayan.,Apa pekerjaan User_021213?,Nelayan
User_022604_F3,User_022604_Q3,Mobil yang dimiliki User_022604 adalah Hyundai berwarna Abu-abu.,Apa merek mobil User_022604?,Hyundai
User_024294_F2,User_024294_Q2,User_024294 memiliki peliharaan Burung bernama Oyen.,Siapa nama peliharaan User_024294?,Oyen
User_015252_F2,User_015252_Q2,User_015252 memiliki peliharaan Hamster bernama Bubu.,Siapa nama peliharaan User_015252?,Bubu
User_028493_F3,User_028493_Q3,Mobil yang dimiliki User_028493 adalah Hyundai berwarna Biru.,Apa merek mobil User_028493?,Hyundai
User_000067_F4,User_000067_Q4,User_000067 baru membeli Daihatsu warna Merah.,Apa warna mobil User_000067?,Merah
User_017319_F4,User_017319_Q4,User_017319 baru membeli Hyundai warna Biru.,Apa warna mobil User_017319?,Biru
User_029223_F4,User_029223_Q4,User_029223 baru membeli Toyota warna Kuning.,Apa warna mobil User_029223?,Kuning
User_010214_F2,User_010214_Q2,User_010214 memiliki peliharaan Kura-kura bernama Milo.,Siapa nama peliharaan User_010214?,Milo
User_024367_F2,User_024367_Q2,User_024367 memiliki peliharaan Anjing bernama Luna.,Siapa nama peliharaan User_024367?,Luna
User_003815_F4,User_003815_Q4,User_003815 baru membeli Honda warna Oranye.,Apa warna mobil User_003815?,Oranye
User_027897_F3,User_027897_Q3,Mobil yang dimiliki User_027897 adalah Honda berwarna Kuning.,Apa merek mobil User_027897?,Honda
User_015360_F0,User_015360_Q0,User_015360 tinggal di kota Manado.,Di kota mana User_015360 tinggal?,Manado
User_000521_F1,User_000521_Q1,User_000521 bekerja sebagai Guru.,Apa pekerjaan User_000521?,Guru
User_016111_F3,User_016111_Q3,Mobil yang dimiliki User_016111 adalah Mazda berwarna Biru.,Apa merek mobil User_016111?,Mazda
User_010522_F1,User_010522_Q1,User_010522 bekerja sebagai Dokter.,Apa pekerjaan User_010522?,Dokter
User_001836_F2,User_001836_Q2,User_001836 memiliki peliharaan Kelinci bernama Max.,Siapa nama peliharaan User_001836?,Max
User_011844_F4,User_011844_Q4,User_011844 baru membeli Mazda warna Hitam.,Apa warna mobil User_011844?,Hitam
User_000597_F3,User_000597_Q3,Mobil yang dimiliki User_000597 adalah Mazda berwarna Hitam.,Apa merek mobil User_000597?,Mazda
User_000865_F2,User_000865_Q2,User_000865 memiliki peliharaan Bebek bernama Daisy.,Siapa nama peliharaan User_000865?,Daisy
User_004185_F1,User_004185_Q1,User_004185 bekerja sebagai Arsitek.,Apa pekerjaan User_004185?,Arsitek
User_029530_F4,User_029530_Q4,User_029530 baru membeli Mitsubishi warna Ungu.,Apa warna mobil User_029530?,Ungu
User_015184_F0,User_015184_Q0,User_015184 tinggal di kota Denpasar.,Di kota mana User_015184 tinggal?,Denpasar
User_005808_F2,User_005808_Q2,User_005808 memiliki peliharaan Kura-kura bernama Luna.,Siapa nama peliharaan User_005808?,Luna
User_023063_F1,User_023063_Q1,User_023063 bekerja sebagai Guru.,Apa pekerjaan User_023063?,Guru
User_017751_F1,User_017751_Q1,User_017751 bekerja sebagai Programmer.,Apa pekerjaan User_017751?,Programmer
User_029084_F2,User_029084_Q2,User_029084 memiliki peliharaan Bebek bernama Daisy.,Siapa nama peliharaan User_029084?,Daisy
User_021131_F4,User_021131_Q4,User_021131 baru membeli Mazda warna Cokelat.,Apa warna mobil User_021131?,Cokelat
User_003518_F1,User_003518_Q1,User_003518 bekerja sebagai Insinyur.,Apa pekerjaan User_003518?,Insinyur
User_024191_F1,User_024191_Q1,User_024191 bekerja sebagai Dokter.,Apa pekerjaan User_024191?,Dokter
User_023962_F3,User_023962_Q3,Mobil yang dimiliki User_023962 adalah Mitsubishi berwarna Merah.,Apa merek mobil User_023962?,Mitsubishi
User_028027_F3,User_028027_Q3,Mobil yang dimiliki User_028027 adalah Hyundai berwarna Putih.,Apa merek mobil User_028027?,Hyundai
User_016408_F0,User_016408_Q0,User_016408 tinggal di kota Yogyakarta.,Di kota mana User_016408 tinggal?,Yogyakarta
User_019580_F3,User_019580_Q3,Mobil yang dimiliki User_019580 adalah Ford berwarna Biru.,Apa merek mobil User_019580?,Ford
User_010744_F4,User_010744_Q4,User_010744 baru membeli Nissan warna Putih.,Apa warna mobil User_010744?,Putih
User_007971_F2,User_007971_Q2,User_007971 memiliki peliharaan Hamster bernama Oyen.,Siapa nama peliharaan User_007971?,Oyen
User_006349_F1,User_006349_Q1,User_006349 bekerja sebagai Seniman.,Apa pekerjaan User_006349?,Seniman
User_005991_F0,User_005991_Q0,User_005991 tinggal di kota Padang.,Di kota mana User_005991 tinggal?,Padang
User_008186_F3,User_008186_Q3,Mobil yang dimiliki User_008186 adalah Hyundai berwarna Cokelat.,Apa merek mobil User_008186?,Hyundai
User_003691_F4,User_003691_Q4,User_003691 baru membeli Ford warna Abu-abu.,Apa warna mobil User_003691?,Abu-abu
User_026451_F2,User_026451_Q2,User_026451 memiliki peliharaan Burung bernama Kiko.,Siapa nama peliharaan User_026451?,Kiko
